functional_size,work_effort,platform_MF,platform_MR,platform_Multi,platform_PC,platform_Proprietary,platform_Unknown,language_type_3GL,language_type_4GL,language_type_5GL,language_type_APG,language_type_ApG,language_type_Unknown,development_type_New Development,development_type_Not Defined,development_type_Other,development_type_POC,development_type_Porting,development_type_Re-development,industry_sector_Communication,industry_sector_Construction,industry_sector_Defence,industry_sector_Education,industry_sector_Electronics & Computers,industry_sector_Financial,industry_sector_Government,industry_sector_Insurance,industry_sector_Logistics,industry_sector_Manufacturing,industry_sector_Medical & Health Care,industry_sector_Mining,industry_sector_Professional Services,industry_sector_Service Industry,industry_sector_Unknown,industry_sector_Utilities,industry_sector_Wholesale & Retail,work_effort_log,work_effort_winsorized,functional_size_log,functional_size_squared,functional_size_sqrt
157.0,1000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.90875477931522,1000.0,5.062595033026967,24649.0,12.529964086141668
130.0,1136.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.036148493750536,1136.0,4.875197323201151,16900.0,11.40175425099138
150.0,121.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.804021044733257,121.0,5.017279836814924,22500.0,12.24744871391589
932.0,2552.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.845024417241484,2552.0,6.838405200847344,868624.0,30.528675044947494
280.0,582.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.368187186350492,582.0,5.638354669333745,78400.0,16.73320053068151
113.0,841.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.7357800142423265,841.0,4.736198448394496,12769.0,10.63014581273465
545.0,8740.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.075779878580487,8740.0,6.302618975744905,297025.0,23.345235059857504
157.0,426.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.056784013228625,426.0,5.062595033026967,24649.0,12.529964086141668
187.0,2063.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.6324011266014535,2063.0,5.236441962829949,34969.0,13.674794331177344
438.0,7231.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.886270902072013,7231.0,6.0844994130751715,191844.0,20.92844953645635
105.0,198.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.293304824724492,198.0,4.663439094112067,11025.0,10.246950765959598
165.0,1063.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.96979066990159,1063.0,5.111987788356544,27225.0,12.84523257866513
6.0,29.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.4011973816621555,32.0,1.9459101490553132,36.0,2.449489742783178
245.0,8200.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.012011377036412,8200.0,5.5053315359323625,60025.0,15.652475842498529
150.0,1208.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.097548850614793,1208.0,5.017279836814924,22500.0,12.24744871391589
51.0,2347.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.761319180947987,2347.0,3.9512437185814275,2601.0,7.14142842854285
2650.0,37740.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.538502315656821,16268.0,7.8826922062890254,7022500.0,51.478150704935004
69.0,817.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.706862336602747,817.0,4.248495242049359,4761.0,8.306623862918075
150.0,258.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.556828061699537,258.0,5.017279836814924,22500.0,12.24744871391589
12.0,355.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.87493073085203,355.0,2.5649493574615367,144.0,3.4641016151377544
150.0,1649.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.408530566894626,1649.0,5.017279836814924,22500.0,12.24744871391589
228.0,154.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.043425116919247,154.0,5.43372200355424,51984.0,15.0996688705415
658.0,1280.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.155396301896734,1280.0,6.490723534502507,432964.0,25.65151067676132
368.0,880.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.78105762593618,880.0,5.910796644040527,135424.0,19.183326093250876
123.0,1015.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.923628628138427,1015.0,4.820281565605037,15129.0,11.090536506409418
105.0,249.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.521460917862246,249.0,4.663439094112067,11025.0,10.246950765959598
20.0,1426.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.2633296174768365,1426.0,3.044522437723423,400.0,4.47213595499958
749.0,5415.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.59711281459211,5415.0,6.620073206530356,561001.0,27.367864366808018
70.0,942.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.849066282633458,942.0,4.2626798770413155,4900.0,8.366600265340756
150.0,963.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.871091294610546,963.0,5.017279836814924,22500.0,12.24744871391589
124.0,1000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.90875477931522,1000.0,4.8283137373023015,15376.0,11.135528725660043
150.0,1526.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.3310603052186325,1526.0,5.017279836814924,22500.0,12.24744871391589
298.0,1950.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.576097340623111,1950.0,5.700443573390687,88804.0,17.26267650163207
281.0,4030.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.301769763117166,4030.0,5.641907070938114,78961.0,16.76305461424021
806.0,5882.0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.679822114864455,5882.0,6.693323668269949,649636.0,28.39013913315678
4.0,116.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.762173934797756,116.0,1.6094379124341003,16.0,2.0
142.0,2744.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.917536353943631,2744.0,4.962844630259907,20164.0,11.916375287812984
439.0,2041.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.621684998724611,2041.0,6.0867747269123065,192721.0,20.952326839756964
428.0,5391.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.592671652592143,5391.0,6.061456918928017,183184.0,20.688160865577203
175.0,3904.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.270013062273787,3904.0,5.170483995038151,30625.0,13.228756555322953
235.0,2024.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.613324979540639,2024.0,5.4638318050256105,55225.0,15.329709716755891
150.0,1676.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.424761761823209,1676.0,5.017279836814924,22500.0,12.24744871391589
269.0,4045.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.305484017727691,4045.0,5.598421958998375,72361.0,16.401219466856727
36.0,272.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.60947179518496,272.0,3.6109179126442243,1296.0,6.0
11.0,154.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.043425116919247,154.0,2.4849066497880004,121.0,3.3166247903554
1102.0,681.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6.525029657843462,681.0,7.005789019253503,1214404.0,33.19638534539566
390.0,4224.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.348774539791274,4224.0,5.968707559985366,152100.0,19.748417658131498
150.0,761.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.635946555686647,761.0,5.017279836814924,22500.0,12.24744871391589
150.0,104248.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.554537547288902,16268.0,5.017279836814924,22500.0,12.24744871391589
46.0,7044.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.86007342433278,7044.0,3.8501476017100584,2116.0,6.782329983125268
16.0,224.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.41610040220442,224.0,2.833213344056216,256.0,4.0
436.0,7762.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.95712413640568,7762.0,6.07993319509559,190096.0,20.8806130178211
150.0,525.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.26530121273771,525.0,5.017279836814924,22500.0,12.24744871391589
14.0,364.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.8998973535824915,364.0,2.70805020110221,196.0,3.7416573867739413
150.0,1905.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.552762084214147,1905.0,5.017279836814924,22500.0,12.24744871391589
118.0,489.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.194405391104672,489.0,4.77912349311153,13924.0,10.862780491200215
180.0,12272.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.415157006597509,12272.0,5.198497031265826,32400.0,13.416407864998739
28.0,506.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.2285110035911835,506.0,3.367295829986474,784.0,5.291502622129181
332.0,2642.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.879669914604289,2642.0,5.808142489980444,110224.0,18.2208671582886
27.0,810.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.698268054115413,810.0,3.332204510175204,729.0,5.196152422706632
6.0,2600.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.8636512654486515,2600.0,1.9459101490553132,36.0,2.449489742783178
74.0,2929.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.982757702011113,2929.0,4.31748811353631,5476.0,8.602325267042627
150.0,10878.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.294589604421082,10878.0,5.017279836814924,22500.0,12.24744871391589
150.0,8550.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.053803514155955,8550.0,5.017279836814924,22500.0,12.24744871391589
150.0,1108.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.011213987350367,1108.0,5.017279836814924,22500.0,12.24744871391589
42.0,2084.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.642524134232902,2084.0,3.7612001156935624,1764.0,6.48074069840786
105.0,883.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.784457062637643,883.0,4.663439094112067,11025.0,10.246950765959598
34.0,165.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.111987788356544,165.0,3.5553480614894135,1156.0,5.830951894845301
477.0,4529.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.41847721847708,4529.0,6.169610732491456,227529.0,21.840329667841555
234.0,18268.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9.81296091333657,16268.0,5.459585514144159,54756.0,15.297058540778355
150.0,17.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.8903717578961645,32.0,5.017279836814924,22500.0,12.24744871391589
177.0,1550.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.346655163176539,1550.0,5.181783550292085,31329.0,13.30413469565007
73.0,1642.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.404279118037268,1642.0,4.30406509320417,5329.0,8.54400374531753
141.0,5156.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.548110294050959,5156.0,4.955827057601261,19881.0,11.874342087037917
150.0,7097.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.867568333206442,7097.0,5.017279836814924,22500.0,12.24744871391589
1457.0,14784.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.601368432286577,14784.0,7.284820912568604,2122849.0,38.17066936798463
72.0,894.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.796823718274855,894.0,4.290459441148391,5184.0,8.48528137423857
188.0,776.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.655440350367647,776.0,5.241747015059643,35344.0,13.711309200802088
477.0,3426.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.139440521874608,3426.0,6.169610732491456,227529.0,21.840329667841555
1131.0,13450.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.506808731708581,13450.0,7.0317412587631285,1279161.0,33.63034344160047
257.0,8511.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.049232211581426,8511.0,5.552959584921617,66049.0,16.0312195418814
56.0,54.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.007333185232471,54.0,4.04305126783455,3136.0,7.483314773547883
197.0,8542.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.052867513151618,8542.0,5.288267030694535,38809.0,14.035668847618199
308.0,2056.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.6290038896529575,2056.0,5.733341276897746,94864.0,17.549928774784245
32.0,388.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.963579343618446,388.0,3.4965075614664802,1024.0,5.656854249492381
440.0,3525.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.167919362957816,3525.0,6.089044875446846,193600.0,20.97617696340303
17.0,1029.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.937314081223682,1029.0,2.8903717578961645,289.0,4.123105625617661
150.0,338.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.82600010738045,338.0,5.017279836814924,22500.0,12.24744871391589
4.0,1549.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.346010209913293,1549.0,1.6094379124341003,16.0,2.0
150.0,2801.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.938088726896952,2801.0,5.017279836814924,22500.0,12.24744871391589
162.0,940.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.846943139585379,940.0,5.093750200806762,26244.0,12.727922061357855
245.0,1152.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.050122520269059,1152.0,5.5053315359323625,60025.0,15.652475842498529
860.0,2074.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.637716432664798,2074.0,6.7580945044277305,739600.0,29.32575659723036
397.0,1101.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.004881989712859,1101.0,5.986452005284438,157609.0,19.924858845171276
116.0,2425.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.793999089503996,2425.0,4.762173934797756,13456.0,10.770329614269007
960.0,9261.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.133675287040697,9261.0,6.8679744089702925,921600.0,30.983866769659336
150.0,1801.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.496652438168283,1801.0,5.017279836814924,22500.0,12.24744871391589
116.0,281.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.641907070938114,281.0,4.762173934797756,13456.0,10.770329614269007
150.0,15934.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.676273226851437,15934.0,5.017279836814924,22500.0,12.24744871391589
1900.0,13130.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.482731125859004,13130.0,7.550135342488429,3610000.0,43.58898943540674
381.0,22460.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.019535750898795,16268.0,5.945420608606575,145161.0,19.519221295943137
134.0,814.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.703188113240863,814.0,4.90527477843843,17956.0,11.575836902790225
356.0,8802.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.082847851460906,8802.0,5.877735781779639,126736.0,18.867962264113206
120.0,1644.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.405495663199472,1644.0,4.795790545596741,14400.0,10.954451150103322
242.0,626.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.440946540632921,626.0,5.493061443340548,58564.0,15.556349186104045
150.0,9000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.105090961257085,9000.0,5.017279836814924,22500.0,12.24744871391589
75.0,1717.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.4489161025442,1717.0,4.330733340286331,5625.0,8.660254037844387
150.0,2327.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.752764808851328,2327.0,5.017279836814924,22500.0,12.24744871391589
9.0,2616.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.869783902530146,2616.0,2.302585092994046,81.0,3.0
66.0,1000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.90875477931522,1000.0,4.204692619390966,4356.0,8.12403840463596
176.0,839.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.733401891837359,839.0,5.176149732573829,30976.0,13.2664991614216
523.0,1305.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.174724309836376,1305.0,6.261491684321042,273529.0,22.869193252058544
1215.0,4910.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.499232866039245,4910.0,7.103322062526113,1476225.0,34.85685011586675
150.0,40.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.713572066704308,40.0,5.017279836814924,22500.0,12.24744871391589
73.0,757.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.630683385642372,757.0,4.30406509320417,5329.0,8.54400374531753
807.0,2436.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.798523053625206,2436.0,6.694562058521095,651249.0,28.407745422683583
270.0,285.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.655991810819852,285.0,5.602118820879701,72900.0,16.431676725154983
82.0,892.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.794586580876499,892.0,4.418840607796598,6724.0,9.055385138137417
140.0,13528.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.51259080860336,13528.0,4.948759890378168,19600.0,11.832159566199232
150.0,32399.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.38591370178042,16268.0,5.017279836814924,22500.0,12.24744871391589
383.0,1230.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.115582126184454,1230.0,5.950642552587727,146689.0,19.570385790780925
